Time,Acc
13.68,-0.002336
13.69,-0.009334
13.7,-0.009332
13.71,-0.009331
13.72,-0.009329
13.73,-0.014327
13.74,-0.018326
13.75,-0.013324
13.76,-0.009322
13.77,-0.002321
13.78,-0.005319
13.79,0.001683
13.8,0.002684
13.81,0.006686
13.82,0.010688
13.83,0.008689
13.84,0.010691
13.85,0.010693
13.86,0.006695
13.87,0.001696
13.88,0.003698
13.89,-0.0013
13.9,-0.002299
13.91,-0.009297
13.92,-0.009295
13.93,-0.014294
13.94,-0.011292
13.95,-0.01129
13.96,-0.011289
13.97,-0.010287
13.98,-0.005285
13.99,-0.000284
14,0.003718
14.01,0.00372
14.02,0.008722
14.03,0.007723
14.04,0.004725
14.05,0.004727
14.06,0.002728
14.07,-0.00027
14.08,-0.001268
14.09,-0.004267
14.1,-0.007265
14.11,-0.006263
14.12,-0.001262
14.13,0.00474
14.14,-0.000258
14.15,-0.000257
14.16,-0.001255
14.17,0.004747
14.18,0.007748
14.19,0.00675
14.2,0.004752
14.21,0.001754
14.22,0.004755
14.23,0.003757
14.24,-0.000241
14.25,-0.00024
14.26,-0.001238
14.27,-0.002236
14.28,-0.005235
14.29,-0.010233
14.3,-0.006231
14.31,-0.00523
14.32,-0.007228
14.33,-0.011226
14.34,-0.009225
14.35,-0.007223
14.36,0.001779
14.37,0.002781
14.38,-0.002218
14.39,-0.000216
14.4,-0.000214
14.41,0.006787
14.42,0.001789
14.43,-0.002209
14.44,-0.007208
14.45,-0.005206
14.46,-0.005204
14.47,-0.005203
14.48,-0.005201
14.49,-0.005199
14.5,-0.002198
14.51,-0.004196
14.52,-0.000194
14.53,0.006808
14.54,0.004809
14.55,0.004811
14.56,0.006813
14.57,0.006814
14.58,0.007816
14.59,0.004818
14.6,0.001819
14.61,-0.007179
14.62,-0.009177
14.63,-0.010176
14.64,-0.000174
14.65,-0.001172
