Freq,Mag
0.0,0.36395510000000003
0.0390625,0.35175448970824064
0.078125,0.31191538269799846
0.1171875,0.24868465187381877
0.15625,0.194319805563116
0.1953125,0.19518615810077045
0.234375,0.20139953404101663
0.2734375,0.1984835863968014
0.3125,0.1695047750649495
0.3515625,0.13819562813576297
0.390625,0.11918334853052334
0.4296875,0.14726186334255542
0.46875,0.16893914306205562
0.5078125,0.16670750308070426
0.546875,0.14028306245695785
0.5859375,0.11567400488351495
0.625,0.10306759692603717
0.6640625,0.11172624932792607
0.703125,0.12147309348440363
0.7421875,0.12182220040965988
0.78125,0.10918723523080227
0.8203125,0.09071458726352737
0.859375,0.07437990418189827
0.8984375,0.06835310706616393
0.9375,0.0752868253114164
0.9765625,0.09433342678320553
1.015625,0.10354566199332786
1.0546875,0.09740081810834832
1.09375,0.08093304840904916
1.1328125,0.061392014672110716
1.171875,0.062101655903715504
1.2109375,0.07556775005557564
1.25,0.08209621683641255
1.2890625,0.07071012170445798
1.328125,0.06230673595783005
1.3671875,0.07545867780487914
1.40625,0.11844013676733174
1.4453125,0.14700384611591932
1.484375,0.14842981738229216
1.5234375,0.1277009158689157
1.5625,0.14277750940534636
1.6015625,0.2226624896816391
1.640625,0.33674805240956057
1.6796875,0.4346668686052374
1.71875,0.4863466384589696
1.7578125,0.4777020836141329
1.796875,0.4110155378177504
1.8359375,0.30349808780169013
1.875,0.1843772600707665
1.9140625,0.106206649134126
1.953125,0.10369788432365401
1.9921875,0.1285185880610428
2.03125,0.12476179920236763
2.0703125,0.10603261511688664
2.109375,0.10509013524014106
2.1484375,0.1033271203884003
2.1875,0.1186908180345649
2.2265625,0.1356273398299687
2.265625,0.1453821674619214
2.3046875,0.19054248661428766
2.34375,0.23796531831401616
2.3828125,0.2565634895694452
2.421875,0.24502469078232844
2.4609375,0.20818004254134254
2.5,0.16341529471887234
2.5390625,0.12470548274558191
2.578125,0.11264974877196317
2.6171875,0.11649124486891893
2.65625,0.13873584812684903
2.6953125,0.16061921752407482
2.734375,0.19913302369305036
2.7734375,0.2510537081955249
2.8125,0.29052773344364957
2.8515625,0.30972318798202175
2.890625,0.33509784786953806
2.9296875,0.36357123926134755
2.96875,0.36711199535228484
3.0078125,0.3392935015522805
3.046875,0.27838707683675623
