Time(s),Acceleration
91.28,0.001559094
91.29,0.000710786
91.3,-0.000111479
91.31,-0.000867956
91.32,-0.001524993
91.33,-0.002057959
91.34,-0.002453165
91.35,-0.002708495
91.36,-0.00283269
91.37,-0.002843421
91.38,-0.002764471
91.39,-0.00262252
91.4,-0.002443982
91.41,-0.002252379
91.42,-0.002066516
91.43,-0.00189959
91.44,-0.001759159
91.45,-0.001647749
91.46,-0.001563833
91.47,-0.001502886
91.48,-0.001458337
91.49,-0.001422327
91.5,-0.001386324
91.51,-0.001341686
91.52,-0.001280286
91.53,-0.001195265
91.54,-0.001081831
91.55,-0.000937996
91.56,-0.00076501
91.57,-0.000567322
91.58,-0.000351975
91.59,-0.00012748
91.6,9.76E-05
91.61,0.000316134
91.62,0.000523399
91.63,0.000717695
91.64,0.000900119
91.65,0.001073797
91.66,0.001242745
91.67,0.00141064
91.68,0.001579788
91.69,0.001750434
91.7,0.001920472
91.71,0.002085458
91.72,0.002238822
91.73,0.002372172
91.74,0.002475644
91.75,0.002538365
91.76,0.002549112
91.77,0.002497242
91.78,0.002373918
91.79,0.002173502
91.8,0.001894915
91.81,0.001542681
91.82,0.001127384
91.83,0.000665358
91.84,0.000177583
91.85,-0.000312125
91.86,-0.000779341
91.87,-0.001201364
91.88,-0.001559318
91.89,-0.001839721
91.9,-0.002035369
91.91,-0.00214547
91.92,-0.002175102
91.93,-0.002134153
91.94,-0.002035943
91.95,-0.001895739
91.96,-0.001729338
91.97,-0.001551844
91.98,-0.0013767
91.99,-0.001214977
92,-0.001074913
92.01,-0.000961633
92.02,-0.000877062
92.03,-0.000819992
92.04,-0.000786336
92.05,-0.00076959
92.06,-0.000761498
92.07,-0.000752918
92.08,-0.00073479
92.09,-0.000699126
92.1,-0.000639884
92.11,-0.000553602
92.12,-0.000439717
92.13,-0.000300519
92.14,-0.000140774
92.15,3.29E-05
92.16,0.000213072
92.17,0.000392035
92.18,0.000563101
92.19,0.000721201
92.2,0.000863502
92.21,0.000989711
92.22,0.001102022
92.23,0.001204692
92.24,0.00130325
92.25,0.001403426
92.26,0.001509925
92.27,0.001625244
92.28,0.001748707
92.29,0.001875921
92.3,0.001998738
92.31,0.002105775
92.32,0.002183428
92.33,0.002217245
92.34,0.002193502
92.35,0.002100785
92.36,0.001931422
92.37,0.001682632
92.38,0.001357275
92.39,0.000964126
92.4,0.000517613
92.41,3.70E-05
92.42,-0.000455156
92.43,-0.000934669
92.44,-0.001378216
92.45,-0.001765543
92.46,-0.002081585
92.47,-0.002317986
92.48,-0.002473771
92.49,-0.002555006
92.5,-0.002573465
92.51,-0.00254449
92.52,-0.002484403
92.53,-0.002407897
92.54,-0.002325865
92.55,-0.002243992
92.56,-0.002162326
92.57,-0.002075818
92.58,-0.001975675
92.59,-0.001851208
92.6,-0.001691835
92.61,-0.001488901
92.62,-0.001237057
92.63,-0.000935074
92.64,-0.000586089
92.65,-0.000197346
92.66,0.000220402
92.67,0.00065372
92.68,0.001087415
92.69,0.001505507
92.7,0.001892213
92.71,0.002232917
92.72,0.002515111
92.73,0.002729227
92.74,0.002869278
92.75,0.002933202
92.76,0.002922826
92.77,0.002843435
92.78,0.00270298
92.79,0.002511063
92.8,0.002277853
92.81,0.002013117
92.82,0.001725524
92.83,0.001422281
92.84,0.001109108
92.85,0.000790486
92.86,0.000470059
92.87,0.000151057
92.88,-0.000163325
92.89,-0.000469666
92.9,-0.000764159
92.91,-0.001042522
92.92,-0.001299955
92.93,-0.001531118
92.94,-0.001730151
92.95,-0.001890776
92.96,-0.002006561
92.97,-0.002071365
92.98,-0.002079995
92.99,-0.002029016
93,-0.0019176
93.01,-0.001748285
93.02,-0.001527446
93.03,-0.001265377
93.04,-0.000975867
93.05,-0.000675287
93.06,-0.000381273
93.07,-0.00011117
93.08,0.000119548
93.09,0.00029866
93.1,0.000418198
93.11,0.000474947
93.12,0.00047042
93.13,0.000410363
93.14,0.000303922
93.15,0.000162638
93.16,-5.82E-07
93.17,-0.000172367
93.18,-0.000339611
93.19,-0.000489983
93.2,-0.00061229
93.21,-0.000696722
93.22,-0.00073509
93.23,-0.000721093
93.24,-0.000650653
93.25,-0.000522304
93.26,-0.000337569
93.27,-0.000101251
93.28,0.000178474
93.29,0.000490258
93.3,0.000820134
93.31,0.001152417
93.32,0.001470897
93.33,0.001760175
93.34,0.002006953
93.35,0.002201075
93.36,0.002336125
93.37,0.002409482
93.38,0.002421817
93.39,0.002376138
93.4,0.002276597
93.41,0.002127302
93.42,0.001931401
93.43,0.001690637
93.44,0.001405459
93.45,0.001075682
93.46,0.000701527
93.47,0.00028486
93.48,-0.000169646
93.49,-0.000653636
93.5,-0.00115466
93.51,-0.001656318
93.52,-0.002138958
93.53,-0.002580889
93.54,-0.002959957
93.55,-0.003255351
93.56,-0.003449442
93.57,-0.003529474
93.58,-0.003488918
93.59,-0.003328323
93.6,-0.00305555
93.61,-0.002685319
93.62,-0.002238084
93.63,-0.001738334
93.64,-0.001212506
93.65,-0.000686734
93.66,-0.00018472
93.67,0.000274021
93.68,0.000675344
93.69,0.00101095
93.7,0.001278174
93.71,0.001479149
93.72,0.001619572
93.73,0.001707274
93.74,0.001750856
93.75,0.001758586
93.76,0.001737666
93.77,0.001693905
93.78,0.001631748
93.79,0.001554523
93.8,0.001464798
93.81,0.00136471
93.82,0.001256203
93.83,0.001141163
93.84,0.001021482
93.85,0.000899102
93.86,0.000776087
93.87,0.000654732
93.88,0.000537689
93.89,0.000428016
93.9,0.000329097
93.91,0.000244359
93.92,0.000176785
93.93,0.00012827
93.94,9.89E-05
93.95,8.66E-05
93.96,8.64E-05
93.97,9.11E-05
93.98,9.12E-05
93.99,7.64E-05
94,3.64E-05
94.01,-3.75E-05
94.02,-0.000151157
94.03,-0.000306644
94.04,-0.00050153
94.05,-0.000728831
94.06,-0.000977435
94.07,-0.001233018
94.08,-0.001479342
94.09,-0.001699762
94.1,-0.001878758
94.11,-0.002003326
94.12,-0.002064051
94.13,-0.002055776
94.14,-0.001977799
94.15,-0.00183363
94.16,-0.001630374
94.17,-0.001377862
94.18,-0.001087661
94.19,-0.000772106
94.2,-0.000443454
94.21,-0.000113243
94.22,0.000208133
94.23,0.000511625
94.24,0.000789584
94.25,0.001035694
94.26,0.001244892
94.27,0.001413299
94.28,0.001538206
94.29,0.001618134
94.3,0.001652936
94.31,0.00164391
94.32,0.001593876
94.33,0.001507176
94.34,0.001389541
94.35,0.001247837
94.36,0.001089671
94.37,0.000922909
94.38,0.000755152
94.39,0.000593223
94.4,0.000442758
94.41,0.000307924
94.42,0.00019132
94.43,9.41E-05
94.44,1.60E-05
94.45,-4.37E-05
94.46,-8.66E-05
94.47,-0.000114214
94.48,-0.000127845
94.49,-0.000128664
94.5,-0.000117762
94.51,-9.65E-05
94.52,-6.70E-05
94.53,-3.25E-05
94.54,2.18E-06
94.55,3.08E-05
94.56,4.59E-05
94.57,3.92E-05
94.58,2.93E-06
94.59,-6.94E-05
94.6,-0.000181606
94.61,-0.000334399
94.62,-0.0005244
94.63,-0.000744276
94.64,-0.000983089
94.65,-0.0012271
94.66,-0.001460894
94.67,-0.00166866
94.68,-0.001835479
94.69,-0.001948476
94.7,-0.001997748
94.71,-0.001977
94.72,-0.001883883
94.73,-0.001720032
94.74,-0.001490843
94.75,-0.001205021
94.76,-0.000873942
94.77,-0.000510866
94.78,-0.000130057
94.79,0.000254135
94.8,0.000628155
94.81,0.000980018
94.82,0.001299891
94.83,0.001580432
94.84,0.001816854
94.85,0.002006706
94.86,0.00214943
94.87,0.002245769
94.88,0.002297132
94.89,0.002305027
94.9,0.002270652
94.91,0.002194715
94.92,0.002077498
94.93,0.001919141
94.94,0.001720093
94.95,0.001481637
94.96,0.001206414
94.97,0.00089884
94.98,0.000565364
94.99,0.00021451
95,-0.000143319
95.01,-0.000496274
95.02,-0.000831703
95.03,-0.001136973
95.04,-0.001400379
95.05,-0.001612073
95.06,-0.001764902
95.07,-0.001855055
95.08,-0.001882434
95.09,-0.001850678
95.1,-0.001766823
95.11,-0.001640625
95.12,-0.001483614
95.13,-0.001307988
95.14,-0.001125487
95.15,-0.000946371
95.16,-0.000778623
95.17,-0.000627474
95.18,-0.000495263
95.19,-0.000381652
95.2,-0.000284141
95.21,-0.00019878
95.22,-0.000120991
95.23,-4.64E-05
95.24,2.86E-05
95.25,0.000105992
95.26,0.000186455
95.27,0.000268929
95.28,0.000351086
95.29,0.000429743
95.3,0.00050141
95.31,0.000562838
95.32,0.000611495
95.33,0.000645903
95.34,0.000665799
95.35,0.000672115
95.36,0.000666812
95.37,0.00065259
95.38,0.000632549
95.39,0.000609837
95.4,0.00058733
95.41,0.000567385
95.42,0.000551665
95.43,0.000541051
95.44,0.000535618
95.45,0.000534682
95.46,0.000536886
95.47,0.00054032
95.48,0.000542672
95.49,0.000541391
95.5,0.000533867
95.51,0.000517617
95.52,0.000490463
95.53,0.000450698
95.54,0.000397219
95.55,0.000329613
95.56,0.000248194
95.57,0.000153991
95.58,4.87E-05
95.59,-6.55E-05
95.6,-0.000185959
95.61,-0.000309703
95.62,-0.000433676
95.63,-0.000554804
95.64,-0.000670166
95.65,-0.000777141
95.66,-0.000873551
95.67,-0.000957771
95.68,-0.001028791
95.69,-0.001086196
95.7,-0.001130062
95.71,-0.001160752
95.72,-0.001178644
95.73,-0.001183823
95.74,-0.001175816
95.75,-0.001153405
95.76,-0.001114593
95.77,-0.001056733
95.78,-0.000976839
95.79,-0.000872024
95.8,-0.000740017
95.81,-0.000579679
95.82,-0.000391452
95.83,-0.000177654
95.84,5.74E-05
95.85,0.000307483
95.86,0.000564738
95.87,0.000820118
95.88,0.001063958
95.89,0.001286598
95.9,0.001479035
95.91,0.001633512
95.92,0.001744022
95.93,0.00180668
95.94,0.001819927
95.95,0.001784553
95.96,0.00170355
95.97,0.001581794
95.98,0.001425608
95.99,0.001242227
96,0.001039251
96.01,0.000824111
96.02,0.000603625
96.03,0.000383664
96.04,0.000168978
96.05,-3.68E-05
96.06,-0.000231257
96.07,-0.000412556
96.08,-0.000579586
96.09,-0.000731451
96.1,-0.00086724
96.11,-0.000985824
96.12,-0.00108575
96.13,-0.001165245
96.14,-0.00122233
96.15,-0.001255041
96.16,-0.001261715
96.17,-0.001241323
96.18,-0.001193798
96.19,-0.001120307
96.2,-0.001023433
96.21,-0.00090721
96.22,-0.000777
96.23,-0.000639192
96.24,-0.000500746
96.25,-0.000368619
96.26,-0.000249126
96.27,-0.000147329
96.28,-6.65E-05
96.29,-7.83E-06
96.3,2.98E-05
96.31,4.97E-05
96.32,5.70E-05
96.33,5.79E-05
96.34,5.94E-05
96.35,6.81E-05
96.36,8.98E-05
96.37,0.000128831
96.38,0.000187275
96.39,0.000265182
96.4,0.000360359
96.41,0.000468674
96.42,0.000584498
96.43,0.000701286
96.44,0.000812213
96.45,0.000910784
96.46,0.000991364
96.47,0.001049546
96.48,0.001082368
96.49,0.001088341
96.5,0.001067336
96.51,0.001020367
96.52,0.000949317
96.53,0.00085666
96.54,0.000745231
96.55,0.000618055
96.56,0.000478242
96.57,0.000328957
96.58,0.000173414
96.59,1.49E-05
96.6,-0.000143269
96.61,-0.000297674
96.62,-0.000444946
96.63,-0.000581802
96.64,-0.000705145
96.65,-0.000812165
96.66,-0.000900423
96.67,-0.000967924
96.68,-0.001013163
96.69,-0.001035167
96.7,-0.001033533
96.71,-0.001008465
96.72,-0.00096082
96.73,-0.00089216
96.74,-0.000804792
96.75,-0.000701793
96.76,-0.000586989
96.77,-0.000464886
96.78,-0.00034052
96.79,-0.000219238
96.8,-0.00010641
96.81,-7.07E-06
96.82,7.44E-05
96.83,0.000134899
96.84,0.000172484
96.85,0.000187056
96.86,0.000180264
96.87,0.000155521
96.88,0.000117803
96.89,7.33E-05
96.9,2.89E-05
96.91,-8.46E-06
96.92,-3.21E-05
96.93,-3.66E-05
96.94,-1.79E-05
96.95,2.61E-05
96.96,9.56E-05
96.97,0.000188913
96.98,0.000302348
96.99,0.000430884
97,0.000568365
97.01,0.000707962
97.02,0.000842597
97.03,0.000965324
97.04,0.001069676
97.05,0.001149935
97.06,0.001201356
97.07,0.001220325
97.08,0.001204463
97.09,0.001152692
97.1,0.001065233
97.11,0.000943564
97.12,0.000790333
97.13,0.000609219
97.14,0.00040476
97.15,0.00018217
97.16,-5.29E-05
97.17,-0.000294341
97.18,-0.00053614
97.19,-0.000772104
97.2,-0.000996152
97.21,-0.001202344
97.22,-0.001384937
97.23,-0.001538456
97.24,-0.001657793
97.25,-0.001738341
97.26,-0.001776181
97.27,-0.001768315
97.28,-0.001712926
97.29,-0.001609653
97.3,-0.001459831
97.31,-0.001266685
97.32,-0.001035408
97.33,-0.000773125
97.34,-0.000488689
97.35,-0.000192327
97.36,0.000104865
97.37,0.000391543
97.38,0.000656797
97.39,0.000890834
97.4,0.001085596
97.41,0.001235246
97.42,0.001336469
97.43,0.001388569
97.44,0.001393349
97.45,0.001354802
97.46,0.001278661
97.47,0.001171847
97.48,0.001041913
97.49,0.0008965
97.5,0.000742896
97.51,0.000587685
97.52,0.00043654
97.53,0.000294111
97.54,0.000164028
97.55,4.90E-05
97.56,-4.93E-05
97.57,-0.000129687
97.58,-0.000191797
97.59,-0.000235791
97.6,-0.000262336
97.61,-0.000272572
97.62,-0.00026808
97.63,-0.000250864
97.64,-0.000223307
97.65,-0.000188123
97.66,-0.000148284
97.67,-0.000106929
97.68,-6.73E-05
97.69,-3.24E-05
97.7,-5.39E-06
97.71,1.11E-05
97.72,1.49E-05
97.73,4.15E-06
97.74,-2.23E-05
97.75,-6.47E-05
97.76,-0.000122822
97.77,-0.000195135
97.78,-0.00027937
97.79,-0.000372256
97.8,-0.000469633
97.81,-0.0005666
97.82,-0.00065774
97.83,-0.000737421
97.84,-0.000800155
97.85,-0.000840991
97.86,-0.000855892
97.87,-0.000842072
97.88,-0.000798254
97.89,-0.000724802
97.9,-0.00062373
97.91,-0.000498575
97.92,-0.000354147
97.93,-0.00019618
97.94,-3.09E-05
97.95,0.00013528
97.96,0.000296414
97.97,0.000447133
97.98,0.000583028
97.99,0.000700791
98,0.000798268
98.01,0.000874412
98.02,0.000929143
98.03,0.00096315
98.04,0.000977661
98.05,0.000974208
98.06,0.000954419
98.07,0.000919859
98.08,0.000871934
98.09,0.000811857
98.1,0.000740682
98.11,0.000659377
98.12,0.000568925
98.13,0.000470429
98.14,0.000365197
98.15,0.000254801
98.16,0.00014109
98.17,2.62E-05
98.18,-8.77E-05
98.19,-0.000198096
98.2,-0.000302692
98.21,-0.000399258
98.22,-0.000485833
98.23,-0.000560821
98.24,-0.000623088
98.25,-0.000672024
98.26,-0.000707587
98.27,-0.000730291
98.28,-0.000741162
98.29,-0.000741637
98.3,-0.00073342
98.31,-0.000718298
98.32,-0.000697942
98.33,-0.000673707
98.34,-0.000646466
98.35,-0.000616492
98.36,-0.000583426
98.37,-0.000546325
98.38,-0.000503799
98.39,-0.000454215
98.4,-0.00039596
98.41,-0.000327709
98.42,-0.000248679
98.43,-0.000158836
98.44,-5.90E-05
98.45,4.90E-05
98.46,0.000162704
98.47,0.000278738
98.48,0.000393372
98.49,0.000502653
98.5,0.000602716
98.51,0.000690052
98.52,0.000761752
98.53,0.000815672
98.54,0.000850542
98.55,0.000865985
98.56,0.000862465
98.57,0.000841177
98.58,0.00080388
98.59,0.000752715
98.6,0.000690014
98.61,0.000618122
98.62,0.000539256
98.63,0.0004554
98.64,0.000368258
98.65,0.000279241
98.66,0.000189498
98.67,1.00E-04
98.68,1.15E-05
98.69,-7.51E-05
98.7,-0.000159101
98.71,-0.000239569
98.72,-0.00031554
98.73,-0.000385943
98.74,-0.000449643
98.75,-0.00050549
98.76,-0.000552391
98.77,-0.000589375
98.78,-0.000615677
98.79,-0.000630796
98.8,-0.000634552
98.81,-0.000627116
98.82,-0.000609027
98.83,-0.000581176
98.84,-0.000544776
98.85,-0.000501304
98.86,-0.000452421
98.87,-0.000399878
98.88,-0.000345408
98.89,-0.000290615
98.9,-0.000236865
98.91,-0.000185193
98.92,-0.000136238
98.93,-9.02E-05
98.94,-4.69E-05
98.95,-5.78E-06
98.96,3.40E-05
98.97,7.33E-05
98.98,0.000112968
98.99,0.000153703
99,0.000195785
99.01,0.000239075
99.02,0.000282953
99.03,0.000326337
99.04,0.000367767
99.05,0.000405545
99.06,0.000437905
99.07,0.000463202
99.08,0.000480094
99.09,0.000487697
99.1,0.000485689
99.11,0.00047436
99.12,0.000454597
99.13,0.000427805
99.14,0.000395773
99.15,0.000360497
99.16,0.00032398
99.17,0.000288025
99.18,0.000254049
99.19,0.000222933
99.2,0.000194932
99.21,0.00016965
99.22,0.00014609
99.23,0.000122777
99.24,9.79E-05
99.25,6.97E-05
99.26,3.64E-05
99.27,-3.45E-06
99.28,-5.06E-05
99.29,-0.000105114
99.3,-0.0001666
99.31,-0.000233802
99.32,-0.000304918
99.33,-0.000377698
99.34,-0.000449613
99.35,-0.000518039
99.36,-0.000580432
99.37,-0.000634475
99.38,-0.000678192
99.39,-0.000710016
99.4,-0.00072882
99.41,-0.000733898
99.42,-0.000724929
99.43,-0.000701907
99.44,-0.000665068
99.45,-0.00061482
99.46,-0.00055168
99.47,-0.00047624
99.48,-0.000389159
99.49,-0.000291195
99.5,-0.000183257
99.51,-6.65E-05
99.52,5.76E-05
99.53,0.000187188
99.54,0.000319785
99.55,0.000452479
99.56,0.000581811
99.57,0.000703891
99.58,0.000814539
99.59,0.000909495
99.6,0.00098467
99.61,0.001036417
99.62,0.001061807
99.63,0.001058866
99.64,0.001026764
99.65,0.000965925
99.66,0.000878045
99.67,0.000766027
99.68,0.000633823
99.69,0.000486212
99.7,0.000328522
99.71,0.000166334
99.72,5.18E-06
99.73,-0.00014971
99.74,-0.000293672
99.75,-0.000422742
99.76,-0.000533785
99.77,-0.000624541
99.78,-0.00069362
99.79,-0.000740458
99.8,-0.000765243
99.81,-0.000768824
99.82,-0.000752615
99.83,-0.000718502
99.84,-0.000668756
99.85,-0.000605953
99.86,-0.000532898
99.87,-0.000452554
99.88,-0.000367966
99.89,-0.000282185
99.9,-0.000198175
99.91,-0.000118728
99.92,-4.64E-05
99.93,1.68E-05
99.94,6.89E-05
99.95,0.000108966
99.96,0.000136245
99.97,0.000150742
99.98,0.000153025
99.99,0.000144223
100,0.000125969
100.01,0.000100329
100.02,6.97E-05
100.03,3.67E-05
100.04,4.21E-06
100.05,-2.51E-05
100.06,-4.85E-05
100.07,-6.36E-05
100.08,-6.82E-05
100.09,-6.07E-05
100.1,-4.00E-05
100.11,-5.84E-06
100.12,4.14E-05
100.13,0.000100409
100.14,0.000169119
100.15,0.000244652
100.16,0.000323492
100.17,0.000401661
100.18,0.000474944
100.19,0.000539153
100.2,0.000590389
100.21,0.000625306
100.22,0.000641317
100.23,0.000636762
100.24,0.000610993
100.25,0.000564394
100.26,0.000498326
100.27,0.000415014
100.28,0.000317382
100.29,0.000208865
100.3,9.32E-05
100.31,-2.58E-05
100.32,-0.00014427
100.33,-0.000258769
100.34,-0.000366075
100.35,-0.000463433
100.36,-0.000548567
100.37,-0.000619698
100.38,-0.00067553
100.39,-0.000715228
100.4,-0.00073837
100.41,-0.000744914
100.42,-0.000735151
100.43,-0.000709685
100.44,-0.000669408
100.45,-0.000615498
100.46,-0.000549416
100.47,-0.000472909
100.48,-0.000388007
100.49,-0.000297005
100.5,-0.000202427
100.51,-0.000106963
100.52,-1.34E-05
100.53,7.56E-05
100.54,0.000157354
100.55,0.000229686
100.56,0.000290769
100.57,0.000339376
100.58,0.000374951
100.59,0.000397662
100.6,0.000408403
100.61,0.000408728
100.62,0.000400738
100.63,0.000386906
100.64,0.000369868
100.65,0.000352193
100.66,0.000336154
100.67,0.00032352
100.68,0.000315401
100.69,0.000312154
100.7,0.000313358
100.71,0.000317875
100.72,0.000323978
100.73,0.000329534
100.74,0.00033222
100.75,0.000329759
100.76,0.000320135
100.77,0.000301771
100.78,0.000273659
100.79,0.000235424
100.8,0.000187326
100.81,0.000130207
100.82,6.54E-05
100.83,-5.44E-06
100.84,-8.04E-05
100.85,-0.00015737
100.86,-0.000234421
100.87,-0.000309554
100.88,-0.00038091
100.89,-0.00044675
100.9,-0.00050546
100.91,-0.000555541
100.92,-0.000595611
100.93,-0.00062441
100.94,-0.000640833
100.95,-0.00064397
100.96,-0.000633165
100.97,-0.00060808
100.98,-0.000568755
100.99,-0.000515661
101,-0.000449729
101.01,-0.000372364
101.02,-0.000285424
101.03,-0.000191176
101.04,-9.22E-05
101.05,8.58E-06
101.06,0.00010825
101.07,0.000203769
101.08,0.000292237
101.09,0.000370979
101.1,0.000437669
101.11,0.000490439
101.12,0.000527963
101.13,0.000549524
101.14,0.00055505
101.15,0.00054512
101.16,0.000520932
101.17,0.000484243
101.18,0.000437273
101.19,0.000382588
101.2,0.000322959
101.21,0.000261214
101.22,0.000200085
101.23,0.00014207
101.24,8.93E-05
101.25,4.35E-05
101.26,5.69E-06
101.27,-2.34E-05
101.28,-4.39E-05
101.29,-5.61E-05
101.3,-6.11E-05
101.31,-6.02E-05
101.32,-5.49E-05
101.33,-4.68E-05
101.34,-3.78E-05
101.35,-2.93E-05
101.36,-2.29E-05
101.37,-1.98E-05
101.38,-2.09E-05
101.39,-2.68E-05
101.4,-3.79E-05
101.41,-5.41E-05
101.42,-7.53E-05
101.43,-0.000101015
101.44,-0.000130457
101.45,-0.000162813
101.46,-0.000197092
101.47,-0.000232206
101.48,-0.000267
101.49,-0.000300272
101.5,-0.000330801
101.51,-0.000357365
101.52,-0.000378757
101.53,-0.000393806
101.54,-0.000401405
101.55,-0.000400539
101.56,-0.00039033
101.57,-0.000370085
101.58,-0.000339358
101.59,-0.000298009
101.6,-0.000246271
101.61,-0.000184794
101.62,-0.000114681
101.63,-3.75E-05
101.64,4.48E-05
101.65,0.000129769
101.66,0.000214852
101.67,0.000297255
101.68,0.00037421
101.69,0.000443115
101.7,0.000501683
101.71,0.00054807
101.72,0.000580977
101.73,0.0005997
101.74,0.000604141
101.75,0.000594764
101.76,0.000572516
101.77,0.000538714
101.78,0.000494916
101.79,0.000442788
101.8,0.000383986
101.81,0.000320062
101.82,0.000252404
101.83,0.000182212
101.84,0.00011051
101.85,3.82E-05
101.86,-3.39E-05
101.87,-0.000105081
101.88,-0.000174361
101.89,-0.000240828
101.9,-0.000303405
101.91,-0.000360904
101.92,-0.000412062
101.93,-0.000455609
101.94,-0.000490345
101.95,-0.000515235
101.96,-0.000529492
101.97,-0.000532656
101.98,-0.000524642
101.99,-0.00050577
102,-0.000476748
102.01,-0.000438643
102.02,-0.000392809
102.03,-0.000340804
102.04,-0.000284297
102.05,-0.000224967
102.06,-0.00016442
102.07,-0.000104114
102.08,-4.53E-05
102.09,1.10E-05
102.1,6.39E-05
102.11,0.000112914
102.12,0.000157576
102.13,0.000197618
102.14,0.000232854
102.15,0.000263151
102.16,0.000288397
102.17,0.000308478
102.18,0.000323277
102.19,0.00033268
102.2,0.000336599
102.21,0.000335002
102.22,0.000327947
102.23,0.000315617
102.24,0.000298346
102.25,0.000276638
102.26,0.000251169
102.27,0.000222772
102.28,0.000192409
102.29,0.000161124
102.3,0.000129986
102.31,0.000100022
102.32,7.22E-05
102.33,4.71E-05
102.34,2.55E-05
102.35,7.46E-06
102.36,-6.91E-06
102.37,-1.79E-05
102.38,-2.61E-05
102.39,-3.21E-05
102.4,-3.69E-05
102.41,-4.14E-05
102.42,-4.66E-05
102.43,-5.33E-05
102.44,-6.23E-05
102.45,-7.42E-05
102.46,-8.92E-05
102.47,-0.000107544
102.48,-0.000128859
102.49,-0.000152694
102.5,-0.000178314
102.51,-0.000204785
102.52,-0.000231026
102.53,-0.000255868
102.54,-0.00027812
102.55,-0.000296631
102.56,-0.000310347
102.57,-0.000318361
102.58,-0.000319953
102.59,-0.000314618
102.6,-0.000302079
102.61,-0.000282291
102.62,-0.000255435
102.63,-0.000221902
102.64,-0.000182271
102.65,-0.000137284
102.66,-8.78E-05
102.67,-3.49E-05
102.68,2.05E-05
102.69,7.72E-05
102.7,0.00013392
102.71,0.000189554
102.72,0.000242833
102.73,0.000292521
102.74,0.000337397
102.75,0.000376279
102.76,0.000408059
102.77,0.000431733
102.78,0.000446455
102.79,0.00045158
102.8,0.000446713
102.81,0.000431757
102.82,0.000406947
102.83,0.000372868
102.84,0.000330462
102.85,0.000280997
102.86,0.000226032
102.87,0.000167338
102.88,0.000106816
102.89,4.64E-05
102.9,-1.21E-05
102.91,-6.70E-05
102.92,-0.000116833
102.93,-0.000160683
102.94,-0.000197857
102.95,-0.000228103
102.96,-0.000251551
102.97,-0.000268656
102.98,-0.000280125
102.99,-0.000286825
103,-0.000289683
103.01,-0.000289597
103.02,-0.000287351
103.03,-0.000283556
103.04,-0.000278616
103.05,-0.000272716
103.06,-0.00026584
103.07,-0.000257803
103.08,-0.000248306
103.09,-0.000236988
103.1,-0.000223485
103.11,-0.000207477
103.12,-0.000188726
103.13,-0.0001671
103.14,-0.000142581
103.15,-0.00011526
103.16,-8.53E-05
103.17,-5.30E-05
103.18,-1.87E-05
103.19,1.73E-05
103.2,5.45E-05
103.21,9.26E-05
103.22,0.00013113
103.23,0.000169498
103.24,0.000207173
103.25,0.000243508
103.26,0.000277776
103.27,0.00030916
103.28,0.00033677
103.29,0.000359663
103.3,0.000376876
103.31,0.000387476
103.32,0.000390613
103.33,0.000385581
103.34,0.000371879
103.35,0.000349269
103.36,0.000317821
103.37,0.000277951
103.38,0.000230433
103.39,0.000176394
103.4,0.000117288
103.41,5.48E-05
103.42,-9.02E-06
103.43,-7.22E-05
103.44,-0.000132782
103.45,-0.000188652
103.46,-0.000238075
103.47,-0.000279547
103.48,-0.000311923
103.49,-0.000334464
103.5,-0.000346867
103.51,-0.000349264
103.52,-0.0003422
103.53,-0.000326584
103.54,-0.000303618
103.55,-0.000274727
103.56,-0.000241466
103.57,-0.000205437
103.58,-0.000168212
103.59,-0.000131264
103.6,-9.59E-05
103.61,-6.33E-05
103.62,-3.42E-05
103.63,-9.41E-06
103.64,1.07E-05
103.65,2.60E-05
103.66,3.65E-05
103.67,4.24E-05
103.68,4.42E-05
103.69,4.25E-05
103.7,3.79E-05
103.71,3.15E-05
103.72,2.40E-05
103.73,1.64E-05
103.74,9.75E-06
103.75,5.00E-06
103.76,3.01E-06
103.77,4.55E-06
103.78,1.02E-05
103.79,2.05E-05
103.8,3.55E-05
103.81,5.51E-05
103.82,7.91E-05
103.83,0.000106898
103.84,0.000137536
103.85,0.000169942
103.86,0.000202796
103.87,0.000234617
103.88,0.000263816
103.89,0.000288773
103.9,0.000307909
103.91,0.000319773
103.92,0.000323123
103.93,0.000317008
103.94,0.000300834
103.95,0.000274417
103.96,0.000238016
103.97,0.000192341
103.98,0.000138532
103.99,7.81E-05
104,1.29E-05
104.01,-5.49E-05
104.02,-0.000123253
104.03,-0.000189838
104.04,-0.00025252
104.05,-0.000309326
104.06,-0.000358533
104.07,-0.000398736
104.08,-0.000428877
104.09,-0.000448272
104.1,-0.000456598
104.11,-0.000453879
104.12,-0.000440454
104.13,-0.000416934
104.14,-0.000384165
104.15,-0.000343188
104.16,-0.000295196
104.17,-0.000241503
104.18,-0.000183513
104.19,-0.000122694
104.2,-6.05E-05
104.21,1.42E-06
104.22,6.17E-05
104.23,0.000118906
104.24,0.000171666
104.25,0.000218789
104.26,0.000259242
104.27,0.000292206
104.28,0.000317099
104.29,0.000333606
104.3,0.000341691
104.31,0.000341598
104.32,0.000333837
104.33,0.000319162
104.34,0.000298531
104.35,0.000273056
104.36,0.000243951
104.37,0.000212464
104.38,0.000179818
104.39,0.000147154
104.4,0.000115473
104.41,8.56E-05
104.42,5.81E-05
104.43,3.34E-05
